-440.094453787879,788.630207954545,373.177579166667
-438.665595333333,785.128385481482,377.511945407407
-437.178382681159,781.540485362319,381.891033913043
-435.638429148936,777.869199503546,386.310665319149
-434.044738055555,774.120154930556,390.757697430556
-432.411782380952,770.284930340136,395.23562122449
-430.725250666667,766.3785824,399.733060866667
-428.989363594771,762.409075555556,404.244109673203
-427.155848397436,758.414348525641,408.747014166667
-425.266790251572,754.366586792453,413.253874591195
-423.321857592593,750.273944074074,417.760474506173
-421.328243575757,746.142311454546,422.263585151515
-419.289895,741.9773925,426.758006726191
-417.205308596491,737.781946023392,431.242163099415
-415.077023965517,733.559684712644,435.712448505747
-412.905425254237,729.313487457627,440.165634463277
-410.692062666667,725.0482755,444.602969611111
-408.438414043716,720.767654754098,449.021789125683
-406.145830430108,716.47399483871,453.421500860215
-403.815059047619,712.170448359788,457.800375608466
-401.446723802083,707.86064234375,462.157733229167
-399.041711282051,703.54607425641,466.493664153846
-396.603568131313,699.229547121212,470.808167626263
-394.130876318408,694.913055621891,475.097840746269
-391.627341029412,690.597515098039,479.364040441177
-389.098717439614,686.286434637681,483.605025120773
-386.795886904762,682.331726571429,486.956278904762
-384.438956807512,678.336121079812,490.305877136151
-382.023768101852,674.294799444444,493.649741157408
-379.572260821918,670.221371369863,496.987790319635
-377.105394684685,666.135309369369,500.32350463964
-374.630251422222,662.050539866667,503.655212844445
-372.146960263158,657.973228245614,506.978676184211
-369.661487359307,653.905862727273,510.29287017316
-367.171248846154,649.841726282051,513.597482478633
-364.671122742616,645.780258185654,516.891987299578
-362.160446916667,641.720476625,520.175956166667
-359.640967325103,637.660987983539,523.448985349794
-357.112962560976,633.600287682927,526.712111504065
-354.575531164659,629.535529839357,529.967079678715
-352.027871785714,625.464790992064,533.216991031746
-349.469382078431,621.386887921569,536.465378862745
-346.901606356589,617.301617829457,539.715152170543
-344.332397969349,613.208161149425,542.974506896552
-340.560789501916,606.409124597701,549.144928735632
-336.710209846743,599.514418199234,555.402068850575
-332.773913678161,592.522220038314,561.749186781609
-328.754112605364,585.422768812261,568.186061340996
-324.644809923372,578.214944367816,574.716403218391
-320.447137011494,570.900495095785,581.340084674329
-316.15853559387,563.482277509579,588.057837318008
-311.782226283525,555.958603141762,594.871918160919
-307.324079616858,548.334901340996,601.785573563218
-302.777509808429,540.608851494253,608.79809256705
-298.14826954023,532.783330076628,615.90957651341
-293.434448773946,524.860562835249,623.115278697318
-288.643165785441,516.843759425287,630.410167969349
-283.779117547893,508.73346697318,637.794094329502
-278.841090804598,500.529451954023,645.262434942529
